timestamp,timestamp_astana,wind_speed,temperature,predicted_power,lower_power,upper_power,forecast_origin,turbine_id,unit,run_id,weather_source
2026-01-31T19:00:00+00:00,2026-02-01 00:00:00+05:00,5.02,-0.4,0.21096248166311063,0.0,0.721729370864389,2026-01-31T19:00:00+00:00,turbine_1,normalized,568faf1b51e64125986facde9514121b,open_meteo_previous_runs
2026-01-31T20:00:00+00:00,2026-02-01 01:00:00+05:00,4.57,-1.6,0.20006604446605644,0.0,0.7108329336673349,2026-01-31T19:00:00+00:00,turbine_1,normalized,568faf1b51e64125986facde9514121b,open_meteo_previous_runs
2026-01-31T21:00:00+00:00,2026-02-01 02:00:00+05:00,4.39,-2.2,0.18962518817274793,0.0,0.7003920773740264,2026-01-31T19:00:00+00:00,turbine_1,normalized,568faf1b51e64125986facde9514121b,open_meteo_previous_runs
2026-01-31T22:00:00+00:00,2026-02-01 03:00:00+05:00,5.41,-2.1,0.19137465080209806,0.0,0.7021415400033765,2026-01-31T19:00:00+00:00,turbine_1,normalized,568faf1b51e64125986facde9514121b,open_meteo_previous_runs
2026-01-31T23:00:00+00:00,2026-02-01 04:00:00+05:00,5.98,-1.8,0.1970586324426926,0.0,0.7078255216439711,2026-01-31T19:00:00+00:00,turbine_1,normalized,568faf1b51e64125986facde9514121b,open_meteo_previous_runs
2026-02-01T00:00:00+00:00,2026-02-01 05:00:00+05:00,9.31,-3.1,0.2667417277135055,0.0,0.777508616914784,2026-01-31T19:00:00+00:00,turbine_1,normalized,568faf1b51e64125986facde9514121b,open_meteo_previous_runs
2026-02-01T01:00:00+00:00,2026-02-01 06:00:00+05:00,9.43,-3.3,0.2804764747973199,0.0,0.7912433639985983,2026-01-31T19:00:00+00:00,turbine_1,normalized,568faf1b51e64125986facde9514121b,open_meteo_previous_runs
2026-02-01T02:00:00+00:00,2026-02-01 07:00:00+05:00,9.63,-3.2,0.29046400855646226,0.0,0.8012308977577407,2026-01-31T19:00:00+00:00,turbine_1,normalized,568faf1b51e64125986facde9514121b,open_meteo_previous_runs
2026-02-01T03:00:00+00:00,2026-02-01 08:00:00+05:00,9.91,-2.5,0.34293527010141317,0.0,0.8537021593026917,2026-01-31T19:00:00+00:00,turbine_1,normalized,568faf1b51e64125986facde9514121b,open_meteo_previous_runs
2026-02-01T04:00:00+00:00,2026-02-01 09:00:00+05:00,9.98,-1.4,0.3318669126261999,0.0,0.8426338018274784,2026-01-31T19:00:00+00:00,turbine_1,normalized,568faf1b51e64125986facde9514121b,open_meteo_previous_runs
2026-02-01T05:00:00+00:00,2026-02-01 10:00:00+05:00,10.39,0.8,0.34550837459812134,0.0,0.8562752637993998,2026-01-31T19:00:00+00:00,turbine_1,normalized,568faf1b51e64125986facde9514121b,open_meteo_previous_runs
2026-02-01T06:00:00+00:00,2026-02-01 11:00:00+05:00,11.16,1.9,0.5286130206295411,0.017846131428262635,1.0,2026-01-31T19:00:00+00:00,turbine_1,normalized,568faf1b51e64125986facde9514121b,open_meteo_previous_runs
2026-02-01T07:00:00+00:00,2026-02-01 12:00:00+05:00,11.64,2.9,0.5675112257820762,0.056744336580797805,1.0,2026-01-31T19:00:00+00:00,turbine_1,normalized,568faf1b51e64125986facde9514121b,open_meteo_previous_runs
2026-02-01T08:00:00+00:00,2026-02-01 13:00:00+05:00,11.72,3.5,0.640938049270565,0.13017116006928653,1.0,2026-01-31T19:00:00+00:00,turbine_1,normalized,568faf1b51e64125986facde9514121b,open_meteo_previous_runs
2026-02-01T09:00:00+00:00,2026-02-01 14:00:00+05:00,11.45,3.6,0.5896480129551311,0.0788811237538527,1.0,2026-01-31T19:00:00+00:00,turbine_1,normalized,568faf1b51e64125986facde9514121b,open_meteo_previous_runs
